Cluster 1_PREDICTION,Cluster 2_PREDICTION,PREDICTION,SEASON,PLAYER ID,FIRST NAME,LAST NAME,PLAYER NAME,POSITION,HEIGHT WO SHOES,HEIGHT WO SHOES FT IN,HEIGHT W SHOES,HEIGHT W SHOES FT IN,WEIGHT,WINGSPAN,WINGSPAN FT IN,STANDING REACH,STANDING REACH FT IN,BODY FAT PCT,HAND LENGTH,HAND WIDTH,STANDING VERTICAL LEAP,MAX VERTICAL LEAP,LANE AGILITY TIME,MODIFIED LANE AGILITY TIME,THREE QUARTER SPRINT,BENCH PRESS,SPOT FIFTEEN CORNER LEFT,SPOT FIFTEEN BREAK LEFT,SPOT FIFTEEN TOP KEY,SPOT FIFTEEN BREAK RIGHT,SPOT FIFTEEN CORNER RIGHT,SPOT COLLEGE CORNER LEFT,SPOT COLLEGE BREAK LEFT,SPOT COLLEGE TOP KEY,SPOT COLLEGE BREAK RIGHT,SPOT COLLEGE CORNER RIGHT,SPOT NBA CORNER LEFT,SPOT NBA BREAK LEFT,SPOT NBA TOP KEY,SPOT NBA BREAK RIGHT,SPOT NBA CORNER RIGHT,OFF DRIB FIFTEEN BREAK LEFT,OFF DRIB FIFTEEN TOP KEY,OFF DRIB FIFTEEN BREAK RIGHT,OFF DRIB COLLEGE BREAK LEFT,OFF DRIB COLLEGE TOP KEY,OFF DRIB COLLEGE BREAK RIGHT,ON MOVE FIFTEEN,ON MOVE COLLEGE,GENERATED AT
0.0456501804,0.9543498755,Cluster 2,2005,101106,Andrew,Bogut,Andrew Bogut,C-PF,83.0,6' 11'',84.25,7' 0.25'',250.6,87.0,7' 3'',110.5,9' 2.5'',,,,27.5,33.5,12.06,,3.51,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0679815635,0.9320184588,Cluster 2,2005,200793,Dee,Brown,Dee Brown,PG-SG,71.0,5' 11'',72.0,6' 0'',179.0,74.0,6' 2'',94.0,7' 10'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2005,101198,Will,Bynum,Will Bynum,PG-SG,70.5,5' 10.5'',71.5,5' 11.5'',188.8,75.5,6' 3.5'',93.0,7' 9'',,,,33.0,40.5,11.12,,3.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0618214831,0.9381784797,Cluster 2,2005,12106,Marcus,Campbell,Marcus Campbell,C,82.25,6' 10.25'',84.25,7' 0.25'',280.4,90.0,7' 6'',114.0,9' 6'',,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0120979398,0.9879020452,Cluster 2,2005,101215,Will,Conroy,Will Conroy,PG,73.0,6' 1'',74.0,6' 2'',188.6,75.0,6' 3'',96.5,8' 0.5'',,,,30.5,36.5,10.51,,3.28,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0663535148,0.9336465001,Cluster 2,2005,12107,Taylor,Coppenrath,Taylor Coppenrath,PF-SF,79.75,6' 7.75'',81.25,6' 9.25'',252.4,83.5,6' 11.5'',106.5,8' 10.5'',,,,24.5,27.0,11.51,,3.44,5.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2005,101143,Travis,Diener,Travis Diener,PG-SG,71.75,5' 11.75'',73.0,6' 1'',165.2,71.75,5' 11.75'',93.5,7' 9.5'',,,,24.5,31.0,10.85,,3.26,1.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0187602937,0.9812397361,Cluster 2,2005,101113,Ike,Diogu,Ike Diogu,PF,78.5,6' 6.5'',80.0,6' 8'',255.4,87.5,7' 3.5'',109.0,9' 1'',,,,28.0,31.0,11.94,,3.45,21.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000469978,0.9999530315,Cluster 2,2005,12108,Daryl,Dorsey,Daryl Dorsey,PG,71.25,5' 11.25'',72.5,6' 0.5'',160.8,71.5,5' 11.5'',94.0,7' 10'',,,,25.0,30.5,11.41,,3.24,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2005,101145,Monta,Ellis,Monta Ellis,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',176.6,74.75,6' 2.75'',98.0,8' 2'',,,,26.5,31.5,12.13,,3.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0443752371,0.9556248188,Cluster 2,2005,101109,Raymond,Felton,Raymond Felton,PG,71.5,5' 11.5'',72.25,6' 0.25'',199.4,76.25,6' 4.25'',98.0,8' 2'',,,,29.0,33.5,10.5,,3.06,6.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0432058871,0.9567940831,Cluster 2,2005,201164,Rudy,Fernandez,Rudy Fernandez,SG,76.75,6' 4.75'',78.0,6' 6'',172.0,79.5,6' 7.5'',101.5,8' 5.5'',,,,26.5,35.5,10.48,,3.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0899955481,0.910004437,Cluster 2,2005,12109,D'Or,Fischer,D'Or Fischer,C-PF,81.25,6' 9.25'',82.5,6' 10.5'',242.4,90.0,7' 6'',110.5,9' 2.5'',,,,28.0,30.5,12.53,,3.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0746127293,0.9253872633,Cluster 2,2005,12110,Eddy,Fobbs,Eddy Fobbs,C-PF,82.25,6' 10.25'',83.25,6' 11.25'',235.2,90.75,7' 6.75'',111.5,9' 3.5'',,,,29.5,34.0,11.53,,3.28,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0137043959,0.9862955809,Cluster 2,2005,101213,Sharrod,Ford,Sharrod Ford,PF,79.25,6' 7.25'',80.25,6' 8.25'',212.8,85.5,7' 1.5'',106.0,8' 10'',,,,28.5,37.0,11.92,,3.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0324567333,0.9675432444,Cluster 2,2005,101112,Channing,Frye,Channing Frye,PF-C,81.5,6' 9.5'',82.5,6' 10.5'',243.6,86.5,7' 2.5'',110.5,9' 2.5'',,,,27.5,31.0,11.6,,3.38,19.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.03605216,0.963947773,Cluster 2,2005,101184,Deng,Gai,Deng Gai,PF-C,79.75,6' 7.75'',81.25,6' 9.25'',214.0,88.5,7' 4.5'',110.5,9' 2.5'',,,,31.5,35.5,12.51,,3.27,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0167229995,0.9832770228,Cluster 2,2005,101128,Francisco,Garcia,Francisco Garcia,SF-SG,77.75,6' 5.75'',79.0,6' 7'',189.6,82.75,6' 10.75'',103.0,8' 7'',,,,27.5,31.5,10.63,,3.33,5.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0261154361,0.9738845825,Cluster 2,2005,12111,John,Gilchrist,John Gilchrist,PG,73.25,6' 1.25'',74.5,6' 2.5'',195.2,81.25,6' 9.25'',96.5,8' 0.5'',,,,30.5,36.5,11.48,,3.15,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0640106127,0.9359893799,Cluster 2,2005,101162,Marcin,Gortat,Marcin Gortat,PF-C,83.0,6' 11'',84.0,7' 0'',225.2,87.5,7' 3.5'',110.0,9' 2'',,,,29.5,36.0,11.48,,3.33,18.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0720003173,0.9279996753,Cluster 2,2005,101121,Joey,Graham,Joey Graham,SF,77.25,6' 5.25'',78.5,6' 6.5'',216.6,80.0,6' 8'',104.0,8' 8'',,,,30.0,36.0,10.62,,3.05,26.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0048044799,0.9951955676,Cluster 2,2005,101122,Danny,Granger,Danny Granger,,79.5,6' 7.5'',80.5,6' 8.5'',225.4,85.5,7' 1.5'',103.0,8' 7'',,,,31.0,34.0,10.84,,3.34,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0279785376,0.9720214605,Cluster 2,2005,101123,Gerald,Green,Gerald Green,SF,78.0,6' 6'',79.25,6' 7.25'',192.0,81.75,6' 9.75'',104.0,8' 8'',,,,31.5,39.0,11.2,,3.21,7.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0065666153,0.9934334159,Cluster 2,2005,101236,Charles,Hayes,Charles Hayes,SF-PF,77.5,6' 5.5'',78.75,6' 6.75'',232.4,82.0,6' 10'',104.5,8' 8.5'',,,,30.0,33.0,10.7,,3.34,20.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0401269272,0.9598730803,Cluster 2,2005,101129,Luther,Head,Luther Head,PG-SG,74.0,6' 2'',75.0,6' 3'',178.8,77.25,6' 5.25'',98.5,8' 2.5'',,,,31.5,38.5,11.12,,3.21,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0136406645,0.9863592982,Cluster 2,2005,101125,Julius,Hodge,Julius Hodge,SG-SF,78.0,6' 6'',79.0,6' 7'',202.2,84.5,7' 0.5'',107.5,8' 11.5'',,,,24.5,29.0,10.89,,3.18,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0716085359,0.9283914566,Cluster 2,2005,12112,Jared,Homan,Jared Homan,C-PF,79.75,6' 7.75'',80.75,6' 8.75'',248.2,85.25,7' 1.25'',104.5,8' 8.5'',,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0799688622,0.9200311303,Cluster 2,2005,101141,Ersan,Ilyasova,Ersan Ilyasova,SF,79.75,6' 7.75'',81.0,6' 9'',208.8,85.25,7' 1.25'',109.5,9' 1.5'',,,,22.0,30.0,11.59,,3.56,2.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.1074093208,0.8925907016,Cluster 2,2005,101127,Jarrett,Jack,Jarrett Jack,PG,74.5,6' 2.5'',75.5,6' 3.5'',197.6,79.5,6' 7.5'',100.0,8' 4'',,,,26.0,28.5,10.87,,3.24,5.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0163020603,0.9836979508,Cluster 2,2005,101204,Dwayne,Jones,Dwayne Jones,C-PF,80.5,6' 8.5'',82.0,6' 10'',242.2,86.75,7' 2.75'',108.5,9' 0.5'',,,,28.0,31.5,11.87,,3.25,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0068388125,0.9931611419,Cluster 2,2005,12113,Mindaugas,Katelynas,Mindaugas Katelynas,SF-PF,79.5,6' 7.5'',80.5,6' 8.5'',217.0,83.0,6' 11'',105.5,8' 9.5'',,,,31.5,35.0,11.6,,3.38,7.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000000001,1.0,Cluster 2,2005,201318,Jason,Klotz,Jason Klotz,C-PF,80.5,6' 8.5'',81.75,6' 9.75'',249.4,82.0,6' 10'',107.5,8' 11.5'',,,,21.5,27.0,13.13,,3.68,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.1196326315,0.8803673387,Cluster 2,2005,-1,Carl,Krauser,Carl Krauser,PG-SG,71.5,5' 11.5'',72.75,6' 0.75'',193.4,77.5,6' 5.5'',98.5,8' 2.5'',,,,26.0,31.0,11.62,,3.38,8.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0479721799,0.9520278573,Cluster 2,2005,101247,Keith,Langford,Keith Langford,SG-SF,74.25,6' 2.25'',75.5,6' 3.5'',203.2,81.0,6' 9'',101.0,8' 5'',,,,32.0,29.5,11.38,,3.23,8.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0027792063,0.9972207546,Cluster 2,2005,101135,David,Lee,David Lee,PF,79.75,6' 7.75'',81.0,6' 9'',229.5,84.0,7' 0'',106.5,8' 10.5'',,,,30.5,32.5,10.8,,3.19,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0399349146,0.9600650668,Cluster 2,2005,12114,David,Lucas,David Lucas,PF,78.5,6' 6.5'',79.75,6' 7.75'',233.4,84.0,7' 0'',103.5,8' 7.5'',,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2005,101249,John,Lucas III,John Lucas III,PG,69.25,5' 9.25'',70.5,5' 10.5'',154.4,72.0,6' 0'',92.0,7' 8'',,,,29.0,34.0,10.44,,3.14,4.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0212052464,0.9787947536,Cluster 2,2005,101185,Rawle,Marshall,Rawle Marshall,SG-SF,76.5,6' 4.5'',77.75,6' 5.75'',186.6,85.0,7' 1'',104.0,8' 8'',,,,30.5,37.0,11.64,,3.21,7.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0198891163,0.9801108837,Cluster 2,2005,101131,Jason,Maxiell,Jason Maxiell,PF,77.0,6' 5'',78.25,6' 6.25'',257.6,87.25,7' 3.25'',107.0,8' 11'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0019085178,0.9980915189,Cluster 2,2005,101118,Sean,May,Sean May,PF,79.0,6' 7'',80.5,6' 8.5'',258.8,85.25,7' 1.25'',105.0,8' 9'',,,,30.0,33.0,11.04,,3.29,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0201927666,0.9798072577,Cluster 2,2005,101119,Rashad,McCants,Rashad McCants,SG,74.75,6' 2.75'',76.0,6' 4'',201.0,82.75,6' 10.75'',103.5,8' 7.5'',,,,32.5,34.5,10.39,,3.11,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0033000344,0.9966999888,Cluster 2,2005,200829,Ivan,McFarlin,Ivan McFarlin,PF,77.5,6' 5.5'',78.75,6' 6.75'',228.6,81.0,6' 9'',105.5,8' 9.5'',,,,26.5,32.0,10.64,,3.27,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.012313785,0.9876862168,Cluster 2,2005,12115,Juan,Mendez,Juan Mendez,PF-SF,77.25,6' 5.25'',78.75,6' 6.75'',231.4,84.0,7' 0'',106.5,8' 10.5'',,,,29.0,33.0,11.7,,3.24,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0675337091,0.9324662685,Cluster 2,2005,101223,Aaron,Miles,Aaron Miles,PG,72.0,6' 0'',73.5,6' 1.5'',174.6,75.5,6' 3.5'',94.0,7' 10'',,,,32.0,37.5,10.69,,3.22,7.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0401795357,0.9598204494,Cluster 2,2005,12116,Ellis,Myles,Ellis Myles,PF,78.0,6' 6'',79.25,6' 7.25'',255.2,81.75,6' 9.75'',105.5,8' 9.5'',,,,26.0,28.5,12.8,,3.42,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.026646167,0.9733538628,Cluster 2,2005,12117,Larry,O'Bannon,Larry O'Bannon,SG,75.0,6' 3'',76.25,6' 4.25'',196.0,78.0,6' 6'',99.5,8' 3.5'',,,,31.5,36.5,11.44,,3.18,17.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0281359684,0.9718639851,Cluster 2,2005,12118,Drago,Pasalic,Drago Pasalic,SF-PF,81.5,6' 9.5'',83.0,6' 11'',238.8,83.75,6' 11.75'',108.5,9' 0.5'',,,,25.0,30.5,12.12,,3.48,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0849319473,0.9150680304,Cluster 2,2005,101108,Chris,Paul,Chris Paul,PG,71.75,5' 11.75'',73.0,6' 1'',178.0,76.25,6' 4.25'',93.0,7' 9'',,,,32.0,38.0,11.09,,3.22,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0194510054,0.9805489779,Cluster 2,2005,200819,Kevin,Pittsnogle,Kevin Pittsnogle,PF,81.25,6' 9.25'',82.25,6' 10.25'',259.2,82.5,6' 10.5'',106.0,8' 10'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.005286241,0.9947137833,Cluster 2,2005,201225,Carlos,Powell,Carlos Powell,SF-PF,77.25,6' 5.25'',78.75,6' 6.75'',221.8,82.75,6' 10.75'',105.0,8' 9'',,,,27.5,34.5,11.54,,3.21,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0135112125,0.9864887595,Cluster 2,2005,101232,Roger,Powell,Roger Powell,SF,76.75,6' 4.75'',78.0,6' 6'',218.6,83.5,6' 11.5'',104.0,8' 8'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.019361103,0.9806388617,Cluster 2,2005,101179,Ronnie,Price,Ronnie Price,PG,72.75,6' 0.75'',74.25,6' 2.25'',184.8,77.5,6' 5.5'',96.5,8' 0.5'',,,,31.5,39.0,10.49,,3.29,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0345273316,0.9654726386,Cluster 2,2005,101194,Anthony,Roberson,Anthony Roberson,PG,72.75,6' 0.75'',74.5,6' 2.5'',178.8,74.75,6' 2.75'',95.0,7' 11'',,,,31.5,37.0,11.17,,3.19,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0284838732,0.9715161324,Cluster 2,2005,201575,Brandon,Rush,Brandon Rush,SG-SF,77.0,6' 5'',78.5,6' 6.5'',211.4,83.25,6' 11.25'',104.5,8' 8.5'',,,,32.5,35.0,11.33,,3.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2005,101195,Luke,Schenscher,Luke Schenscher,C,83.75,6' 11.75'',85.5,7' 1.5'',241.6,89.0,7' 5'',111.5,9' 3.5'',,,,23.5,26.5,12.4,,3.47,1.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0100853415,0.9899146557,Cluster 2,2005,101134,Wayne,Simien,Wayne Simien,PF,79.25,6' 7.25'',81.0,6' 9'',255.8,84.0,7' 0'',107.0,8' 11'',,,,27.0,27.5,11.05,,3.35,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0382821783,0.961717844,Cluster 2,2005,12120,Tre,Simmons,Tre Simmons,SG-SF,76.0,6' 4'',77.0,6' 5'',194.2,79.5,6' 7.5'',102.5,8' 6.5'',,,,27.0,31.5,10.8,,3.18,3.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0191207547,0.9808792472,Cluster 2,2005,12121,David,Simon,David Simon,C-PF,80.0,6' 8'',81.5,6' 9.5'',258.8,87.5,7' 3.5'',108.0,9' 0'',,,,28.0,33.0,11.98,,3.44,18.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0145582976,0.9854416847,Cluster 2,2005,101147,Chris,Taft,Chris Taft,PF,80.5,6' 8.5'',81.5,6' 9.5'',261.0,85.75,7' 1.75'',109.0,9' 1'',,,,28.5,33.0,11.26,,3.27,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0431599282,0.9568400979,Cluster 2,2005,12122,Chris,Thomas,Chris Thomas,PG,71.75,5' 11.75'',73.0,6' 1'',176.2,75.0,6' 3'',95.0,7' 11'',,,,28.5,34.0,10.84,,3.33,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.056438446,0.943561554,Cluster 2,2005,12119,Omar,Thomas,Omar Thomas,SF-SG,75.25,6' 3.25'',76.5,6' 4.5'',200.0,80.0,6' 8'',102.0,8' 6'',,,,25.0,29.5,11.11,,3.27,6.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0187310223,0.9812689424,Cluster 2,2005,101159,Dijon,Thompson,Dijon Thompson,SF-SG,78.25,6' 6.25'',80.0,6' 8'',195.8,81.75,6' 9.75'',105.5,8' 9.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0078347009,0.9921652675,Cluster 2,2005,101142,Ronny,Turiaf,Ronny Turiaf,PF,80.0,6' 8'',81.25,6' 9.25'',237.8,85.5,7' 1.5'',106.5,8' 10.5'',,,,30.5,33.0,11.5,,3.23,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0086856727,0.991314292,Cluster 2,2005,101111,Charlie,Villanueva,Charlie Villanueva,PF-SF,81.0,6' 9'',81.5,6' 9.5'',236.6,84.25,7' 0.25'',109.0,9' 1'',,,,26.0,31.0,10.86,,3.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2005,101124,Hakim,Warrick,Hakim Warrick,PF-SF,79.25,6' 7.25'',80.5,6' 8.5'',215.0,86.0,7' 2'',108.0,9' 0'',,,,33.0,38.0,,,3.22,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0068893977,0.9931105971,Cluster 2,2005,101110,Martell,Webster,Martell Webster,SF,78.0,6' 6'',79.5,6' 7.5'',229.6,83.0,6' 11'',106.0,8' 10'',,,,28.0,30.5,11.39,,3.39,7.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0144563476,0.9855436087,Cluster 2,2005,101156,Robert,Whaley,Robert Whaley,PF-C,80.0,6' 8'',81.0,6' 9'',269.4,86.0,7' 2'',108.0,9' 0'',,,,28.5,33.5,12.11,,3.25,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0064177685,0.9935822487,Cluster 2,2005,101107,Marvin,Williams,Marvin Williams,PF-SF,79.0,6' 7'',80.25,6' 8.25'',228.2,87.5,7' 3.5'',108.0,9' 0'',,,,29.5,35.0,11.11,,3.17,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0249059498,0.9750940204,Cluster 2,2005,101114,Deron,Williams,Deron Williams,PG,73.75,6' 1.75'',74.75,6' 2.75'',202.4,78.25,6' 6.25'',98.0,8' 2'',,,,30.0,35.0,10.83,,3.25,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0077161784,0.9922837615,Cluster 2,2005,101214,Jawad,Williams,Jawad Williams,SF,79.0,6' 7'',80.0,6' 8'',218.0,85.25,7' 1.25'',106.5,8' 10.5'',,,,28.0,34.0,11.39,,3.23,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0224412121,0.9775587916,Cluster 2,2005,101120,Antoine,Wright,Antoine Wright,SF-SG,77.25,6' 5.25'',78.25,6' 6.25'',202.6,80.75,6' 8.75'',104.5,8' 8.5'',,,,26.5,29.5,11.45,,3.41,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0294839647,0.970516026,Cluster 2,2005,101152,Bracey,Wright,Bracey Wright,SG-PG,73.25,6' 1.25'',74.5,6' 2.5'',186.8,82.0,6' 10'',100.5,8' 4.5'',,,,30.0,36.0,11.58,,3.27,8.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2015,1626146,Cliff,Alexander,Cliff Alexander,PF-C,79.25,6' 7.25'',80.5,6' 8.5'',239.2,87.5,7' 3.5'',109.5,9' 1.5'',5.8,9.5,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2015,1626147,Justin,Anderson,Justin Anderson,SF-SG,77.25,6' 5.25'',78.25,6' 6.25'',230.6,83.75,6' 11.75'',101.0,8' 5'',5.0,8.5,9.5,38.0,43.0,11.13,2.88,3.22,12.0,,,,,,5-5,2-5,1-5,4-5,4-5,3-5,3-5,3-5,0-5,0-5,7-8,6-8,6-8,,,,32-48,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2015,1626165,Brandon,Ashley,Brandon Ashley,PF,79.25,6' 7.25'',80.5,6' 8.5'',228.0,87.75,7' 3.75'',105.0,8' 9'',8.8,9.0,9.5,31.5,35.5,11.21,3.35,3.58,9.0,,,,,,4-5,4-5,3-5,3-5,3-5,3-5,2-5,2-5,2-5,2-5,,,,4-8,6-8,5-8,,30-48,2022-09-13T14:59:10.045
0.0000017754,0.9999982119,Cluster 2,2015,1626207,Ryan,Boatright,Ryan Boatright,PG,70.0,5' 10'',71.0,5' 11'',169.6,72.5,6' 0.5'',92.5,7' 8.5'',6.6,7.5,8.75,32.0,41.0,10.71,3.05,3.26,10.0,,,,,,3-5,3-5,4-5,5-5,4-5,3-5,3-5,5-5,4-5,2-5,7-8,5-8,6-8,,,,22-29,,2022-09-13T14:59:10.045
0.036069978,0.9639300108,Cluster 2,2015,1626164,Devin,Booker,Devin Booker,SG,76.5,6' 4.5'',77.75,6' 5.75'',205.8,80.25,6' 8.25'',102.5,8' 6.5'',8.3,8.75,9.0,27.5,34.5,10.27,2.75,3.28,8.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2015,1626148,Anthony,Brown,Anthony Brown,SF-SG,77.75,6' 5.75'',79.25,6' 7.25'',211.0,83.0,6' 11'',104.5,8' 8.5'',6.1,8.5,9.0,27.5,34.5,10.94,3.29,3.18,4.0,,,,,,4-5,5-5,3-5,5-5,4-5,4-5,4-5,4-5,4-5,5-5,5-8,6-8,6-8,,,,30-44,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2015,1626161,Willie,Cauley-Stein,Willie Cauley-Stein,C,83.25,6' 11.25'',84.5,7' 0.5'',242.4,87.0,7' 3'',111.0,9' 3'',6.3,9.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0012624875,0.998737514,Cluster 2,2015,1626176,Rakeem,Christmas,Rakeem Christmas,PF-C,80.25,6' 8.25'',81.75,6' 9.75'',242.6,89.25,7' 5.25'',110.5,9' 2.5'',9.6,9.25,9.0,29.0,32.0,11.6,3.3,3.47,9.0,,,,,,2-5,4-5,3-5,4-5,3-5,3-5,1-5,1-5,1-5,3-5,,,,5-8,3-8,2-8,,27-44,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2015,1626192,Pat,Connaughton,Pat Connaughton,SG,76.0,6' 4'',77.25,6' 5.25'',215.0,80.0,6' 8'',96.0,8' 0'',10.2,8.5,9.25,37.5,44.0,10.58,3.08,3.2,13.0,,,,,,5-5,3-5,5-5,2-5,4-5,4-5,5-5,3-5,2-5,3-5,6-8,2-8,4-8,,,,,15-32,2022-09-13T14:59:10.045
